S350;Male;33;1;4
S351;Male;43;1;4
S352;Female;22;4;4
S353;Female;29;5;2
S354;Female;46;3;4
S355;Male;46;4;2
S356;Male;25;5;2
S357;Female;54;5;4
S358;Female;27;1;4
S359;Male;18;5;4
S360;Female;53;1;3
S361;Male;26;2;2
S362;Female;51;1;3
S363;Male;55;1;2
S364;Female;42;2;3
S365;Male;42;5;2
S366;Male;23;2;3
S367;Male;48;2;4
S368;Male;39;3;2
S369;Male;25;1;3
S370;Male;37;2;4
S371;Male;26;5;4
S372;Female;26;1;2
S373;Male;35;2;3
S374;Male;33;3;2
S375;Male;21;1;2
S376;Male;50;5;3
S377;Female;22;4;3
S378;Female;40;2;4
S379;Male;29;1;2
S380;Male;30;5;2
S381;Male;33;3;4
S382;Female;43;5;4
S383;Female;52;1;2
S384;Male;21;4;3
S385;Male;52;5;2
S386;Female;42;2;4
S387;Female;21;5;3
S388;Male;18;2;3
S389;Male;29;5;4
S390;Male;36;4;4
S391;Female;19;5;4
S392;Male;41;2;2
S393;Female;21;1;3
S394;Female;25;3;2
S395;Female;34;5;3
S396;Male;45;1;2
S397;Male;52;2;2
S398;Male;29;2;4
S399;Female;25;2;3
S400;Female;19;4;3
S401;Male;48;3;3
S402;Male;49;3;3
S403;Female;52;5;2
S404;Male;46;1;2
S405;Female;40;5;4
S406;Female;50;4;4
S407;Female;38;3;3
S408;Male;55;5;4
S409;Female;32;2;2
S410;Male;42;5;3
S411;Male;43;3;4
S412;Male;24;5;4
S413;Male;30;3;4
S414;Female;51;3;2
S415;Female;22;4;3
S416;Female;48;1;3
S417;Female;45;5;2
S418;Female;44;4;3
S419;Female;48;5;4
S420;Female;50;4;3
S421;Female;30;5;2
S422;Male;42;4;3
S423;Male;26;3;2
S424;Female;53;5;3
S425;Male;22;1;4
S426;Male;42;1;3
S427;Male;34;4;3
S428;Female;38;2;4
S429;Male;52;5;3
S430;Female;44;3;4
S431;Male;54;5;2
S432;Male;39;5;2
S433;Female;30;5;4
S434;Male;26;4;4
S435;Female;24;1;3
S436;Male;42;5;3
S437;Male;42;5;3
S438;Male;53;1;3
S439;Male;37;1;3
S440;Male;39;2;4
S441;Female;19;3;2
S442;Male;55;2;3
S443;Male;21;4;4
S444;Female;42;2;2
S445;Male;53;2;3
S446;Male;47;3;2
S447;Female;50;2;3
S448;Male;36;2;4
S449;Male;42;4;3
S450;Male;53;4;3
S451;Female;46;3;2
S452;Male;43;3;4
S453;Male;34;1;2
S454;Female;30;4;3
S455;Male;54;2;3
S456;Male;48;5;3
S457;Male;44;1;2
S458;Male;50;1;4
S459;Female;42;1;2
S460;Female;38;5;3
S461;Male;19;2;4
S462;Male;28;1;3
S463;Male;44;2;2
S464;Female;18;5;4
S465;Female;49;2;2
S466;Male;27;2;3
S467;Male;22;1;2
S468;Male;27;4;2
S469;Male;33;3;3
S470;Male;29;1;2
S471;Female;53;3;3
S472;Female;40;1;3
S473;Female;29;4;3
S474;Male;30;4;4
S475;Male;52;3;4
S476;Male;41;5;2
S477;Male;27;4;4
S478;Male;34;2;2
S479;Female;44;5;2
S480;Male;54;4;3
S481;Female;32;3;2
S482;Male;44;5;2
S483;Female;35;4;4
S484;Female;51;3;2
S485;Female;38;1;4
S486;Female;18;4;3
S487;Male;21;4;4
S488;Male;47;4;4
S489;Male;21;4;2
S490;Female;21;4;3
S491;Male;25;5;2
S492;Female;28;4;3
S493;Male;48;4;4
S494;Female;43;5;2
S495;Male;46;3;4
S496;Male;35;3;3
S497;Female;36;1;2
S498;Female;53;2;3
S499;Male;42;5;2
S500;Male;47;3;3
S501;Male;55;1;4
S502;Male;38;3;4
S503;Male;49;2;4
S504;Male;36;3;2
S505;Male;19;1;4
S506;Female;35;3;4
S507;Female;46;5;3
S508;Male;40;3;3
S509;Male;35;5;2
S510;Male;24;1;3
S511;Male;35;2;3
S512;Female;53;4;3
S513;Male;45;3;2
S514;Female;54;4;4
S515;Female;46;2;4
S516;Female;29;1;2
S517;Male;27;2;4
S518;Female;22;5;2
S519;Male;48;2;2
S520;Male;36;4;4
S521;Female;31;2;3
S522;Female;31;1;4
S523;Male;47;1;4
S524;Female;38;2;3
S525;Male;37;2;2
S526;Male;37;1;3
S527;Female;50;1;2
S528;Female;46;3;4
S529;Male;20;5;3
S530;Male;20;4;4
S531;Male;52;3;2
S532;Male;36;1;4
S533;Male;54;5;2
S534;Male;32;5;3
S535;Male;30;5;3
S536;Male;41;2;4
S537;Male;37;3;3
S538;Female;45;2;2
S539;Male;49;3;4
S540;Female;54;3;3
S541;Male;40;5;4
S542;Female;18;3;2
S543;Male;49;5;3
S544;Female;51;2;2
S545;Male;21;4;3
S546;Male;44;2;4
S547;Male;34;2;2
S548;Male;35;1;2
S549;Male;54;3;3
S550;Male;41;1;4
S551;Male;44;4;4
S552;Male;37;2;2
S553;Male;35;5;3
S554;Male;52;5;4
S555;Male;22;4;3
S556;Female;41;3;4
S557;Male;54;4;3
S558;Female;52;1;4
S559;Male;36;5;2
S560;Female;34;1;3
S561;Female;39;1;4
S562;Female;41;5;2
S563;Male;32;3;4
S564;Female;19;4;3
S565;Male;48;1;2
S566;Female;30;3;4
S567;Male;47;5;4
S568;Male;29;4;4
S569;Male;51;2;2
S570;Male;35;1;3
S571;Female;27;5;2
S572;Female;34;1;4
S573;Male;40;5;4
S574;Male;29;5;3
S575;Female;53;1;3
S576;Male;54;4;2
S577;Male;29;1;4
S578;Male;34;2;2
S579;Male;34;2;3
S580;Male;22;5;4
S581;Male;42;4;4
S582;Male;37;4;3
S583;Male;20;2;2
S584;Male;36;2;2
S585;Female;37;2;3
S586;Male;51;3;4
S587;Male;37;3;2
S588;Female;19;2;3
S589;Male;46;3;4
S590;Male;21;5;2
S591;Female;18;2;2
S592;Female;50;4;3
S593;Male;24;2;4
S594;Male;42;5;2
S595;Male;19;1;2
S596;Male;27;3;3
S597;Male;42;5;3
S598;Female;32;5;2
S599;Male;29;3;4
S600;Female;55;4;4
S601;Female;34;2;4
S602;Female;50;1;3
S603;Male;51;1;3
S604;Male;44;1;2
S605;Female;37;3;3
S606;Male;36;5;2
S607;Male;39;2;2
S608;Male;29;1;4
S609;Male;42;1;3
S610;Male;24;2;3
S611;Male;21;3;3
S612;Male;18;1;3
S613;Male;38;5;2
S614;Male;49;2;4
S615;Female;37;1;3
S616;Male;28;2;3
S617;Female;34;3;2
S618;Male;29;2;2
S619;Female;42;5;2
S620;Female;26;1;4
S621;Male;38;5;3
S622;Female;37;1;4
S623;Male;43;1;4
S624;Male;37;5;4
S625;Male;31;3;4
S626;Female;25;1;2
S627;Male;44;5;4
S628;Male;47;3;3
S629;Male;20;1;4
S630;Female;23;3;4
S631;Female;36;2;3
S632;Male;42;5;4
S633;Male;34;3;3
S634;Female;20;1;4
S635;Female;31;5;2
S636;Male;35;4;3
S637;Female;55;3;2
S638;Male;27;2;4
S639;Female;29;1;2
S640;Male;35;2;2
S641;Male;22;2;4
S642;Male;39;5;4
S643;Male;41;4;3
S644;Male;53;4;2
S645;Female;26;1;3
S646;Female;47;3;3
S647;Female;47;5;2
S648;Female;41;1;2
S649;Male;50;4;4
S650;Female;29;3;3
S651;Male;48;2;4
S652;Female;45;5;3
S653;Female;44;2;2
S654;Male;55;1;4
S655;Female;19;2;3
S656;Male;46;2;4
S657;Female;27;3;4
S658;Female;39;2;3
S659;Female;44;2;4
S660;Female;39;1;2
S661;Female;35;5;2
S662;Male;20;5;2
S663;Male;26;4;3
S664;Male;36;2;3
S665;Female;20;3;2
S666;Female;36;4;3
S667;Female;24;3;2
S668;Male;44;3;3
S669;Female;23;1;4
S670;Male;53;3;3
S671;Male;22;2;4
S672;Female;25;1;2
S673;Male;55;4;3
S674;Male;26;2;3
S675;Male;55;5;3
S676;Male;52;1;3
S677;Female;53;4;3
S678;Female;23;2;4
S679;Male;48;4;4
S680;Male;53;1;4
S681;Male;19;5;3
S682;Male;33;4;4
S683;Male;23;4;4
S684;Male;35;2;4
S685;Male;26;3;2
S686;Male;24;5;3
S687;Male;41;3;3
S688;Male;35;2;4
S689;Female;33;4;2
S690;Female;51;4;4
S691;Male;52;5;4
S692;Male;54;2;2
S693;Female;32;1;3
S694;Male;54;2;3
S695;Male;19;4;2
S696;Female;51;4;2
S697;Male;42;1;2
S698;Male;31;3;3
S699;Male;30;5;2
S700;Female;54;5;3
S701;Male;33;5;3
S702;Female;54;4;4
S703;Female;19;1;4
S704;Female;32;1;4
S705;Male;38;2;4
S706;Female;34;2;3
S707;Female;55;2;3
S708;Female;50;1;4
S709;Male;25;4;4
S710;Female;19;1;2
S711;Male;19;5;2
S712;Male;30;5;2
S713;Female;34;2;3
S714;Male;35;3;4
S715;Male;33;5;2
S716;Male;31;3;4
S717;Male;49;2;3
S718;Female;30;4;3
S719;Male;48;2;3
S720;Female;32;5;3
S721;Male;43;2;3
S722;Female;48;3;3
S723;Female;48;2;3
S724;Male;38;4;3
S725;Male;26;1;3
S726;Female;50;1;2
S727;Male;39;1;2
S728;Female;38;3;4
S729;Female;21;1;3
S730;Male;37;1;3
S731;Male;52;4;3
S732;Male;25;3;4
S733;Male;50;3;2
S734;Male;53;5;4
S735;Female;29;5;3
S736;Female;34;2;3
S737;Male;23;2;4
S738;Male;55;5;2
S739;Female;34;3;2
S740;Male;26;1;4
S741;Male;38;1;3
S742;Male;43;1;2
S743;Female;22;4;2
S744;Female;55;1;2
S745;Female;23;4;2
S746;Male;34;5;2
S747;Male;40;2;3
S748;Female;25;4;4
S749;Male;30;1;4
S750;Female;30;3;2
S751;Female;53;5;4
S752;Female;31;4;4
S753;Female;28;3;4
S754;Female;36;2;4
S755;Male;55;5;3
S756;Male;55;4;3
S757;Male;24;5;2
S758;Female;18;4;3
S759;Female;21;5;3
S760;Male;53;1;2
S761;Female;41;2;2
S762;Male;39;2;2
S763;Male;27;3;2
S764;Male;47;1;2
S765;Male;44;3;2
S766;Male;37;3;2
S767;Female;37;2;4
S768;Female;39;1;3
S769;Male;38;4;2
S770;Male;29;1;4
S771;Female;48;2;3
S772;Female;24;5;4
S773;Female;41;3;2
S774;Male;42;1;2
S775;Male;40;2;4
S776;Male;41;1;2
S777;Female;47;4;4
S778;Male;40;4;4
S779;Female;30;1;3
S780;Female;40;4;2
S781;Female;29;5;3
S782;Male;46;3;2
S783;Male;46;4;4
S784;Female;18;5;4
S785;Male;28;4;3
S786;Female;18;2;2
S787;Female;45;1;2
S788;Female;23;5;4
S789;Female;33;2;4
S790;Male;25;4;2
S791;Male;42;3;3
S792;Female;55;4;3
S793;Male;47;5;2
S794;Female;22;3;2
S795;Male;18;4;2
S796;Male;36;4;4
S797;Female;18;3;3
S798;Male;51;2;4
S799;Male;25;4;2
S800;Male;46;4;4
S801;Female;30;4;3
S802;Male;49;4;2
S803;Female;54;5;4
S804;Female;43;1;3
S805;Male;36;3;3
S806;Male;29;3;4
S807;Male;18;4;4
S808;Male;29;4;3
S809;Female;40;1;2
S810;Male;20;4;4
S811;Female;55;5;3
S812;Male;36;2;3
S813;Male;50;2;4
S814;Female;39;1;2
S815;Male;19;3;2
S816;Male;40;2;4
S817;Female;29;5;4
S818;Male;42;5;2
S819;Male;19;2;3
S820;Male;38;2;3
S821;Male;38;5;4
S822;Female;27;1;4
S823;Male;25;2;4
S824;Female;18;5;2
S825;Female;41;1;4
S826;Male;35;3;4
S827;Male;46;1;3
S828;Male;28;4;3
S829;Male;48;1;4
S830;Female;31;4;2
S831;Male;39;2;4
S832;Female;37;4;4
S833;Female;48;4;4
S834;Male;45;2;3
S835;Male;29;2;4
S836;Male;22;3;2
S837;Male;26;3;3
S838;Female;33;1;3
S839;Male;29;5;4
S840;Male;41;4;2
S841;Male;47;3;2
S842;Male;33;3;3
S843;Female;36;3;2
S844;Female;43;5;2
S845;Female;51;4;4
S846;Male;41;3;3
S847;Male;34;1;4
S848;Male;19;4;3
S849;Female;30;1;2
S850;Female;49;5;4
S851;Male;45;3;3
S852;Male;53;3;2
S853;Female;28;5;4
S854;Female;50;2;4
S855;Female;18;4;2
S856;Male;51;3;2
S857;Female;23;2;2
S858;Male;26;5;2
S859;Male;41;5;4
S860;Female;44;4;2
S861;Male;25;3;2
S862;Female;24;1;3
S863;Male;38;2;4
S864;Female;31;1;2
S865;Male;53;5;2
S866;Female;44;4;3
S867;Female;54;1;2
S868;Female;23;3;3
S869;Male;44;1;4
S870;Male;19;1;3
S871;Female;31;3;2
S872;Male;50;1;2
S873;Female;21;5;3
S874;Female;43;2;3
S875;Female;54;3;3
S876;Male;37;2;3
S877;Female;32;2;4
S878;Female;49;2;2
S879;Male;44;3;3
S880;Female;36;4;4
S881;Male;51;4;2
S882;Male;19;5;2
S883;Female;50;2;3
S884;Male;28;4;3
S885;Male;34;5;4
S886;Male;38;4;3
S887;Male;37;1;2
S888;Male;34;2;2
S889;Male;21;1;2
S890;Male;40;2;4
S891;Male;32;5;2
S892;Female;19;5;4
S893;Female;53;3;2
S894;Male;44;1;2
S895;Female;18;4;3
S896;Female;23;2;4
S897;Male;44;2;4
S898;Male;20;2;3
S899;Female;31;3;2
S900;Female;40;5;2
S901;Male;40;2;2
S902;Female;48;4;4
S903;Female;46;5;4
S904;Male;40;1;3
S905;Female;46;3;2
S906;Male;36;1;4
S907;Male;21;1;3
S908;Female;28;3;2
S909;Female;19;4;3
S910;Female;29;1;4
S911;Female;55;1;3
S912;Male;44;1;4
S913;Female;36;3;2
S914;Male;23;5;4
S915;Male;35;5;2
S916;Female;50;5;3
S917;Male;55;2;3
S918;Female;21;4;3
S919;Male;21;4;4
S920;Male;26;5;2
S921;Male;50;1;2
S922;Male;39;5;4
S923;Male;41;5;4
S924;Male;37;1;2
S925;Male;24;5;3
S926;Male;41;3;2
S927;Male;31;5;2
S928;Male;49;1;3
S929;Male;40;2;3
S930;Female;30;3;4
S931;Female;19;1;3
S932;Female;46;4;2
S933;Male;51;2;3
S934;Female;27;4;2
S935;Male;18;2;4
S936;Female;39;4;3
S937;Male;33;1;4
S938;Female;41;4;3
S939;Male;29;1;4
S940;Female;26;2;3
S941;Male;25;4;2
S942;Male;47;4;4
S943;Female;40;4;4
S944;Male;23;4;2
S945;Male;29;1;2
S946;Female;50;3;2
S947;Female;33;1;3
S948;Male;43;3;2
S949;Female;41;1;2
S950;Female;52;5;2
S951;Female;30;2;3
S952;Male;32;3;4
S953;Male;45;3;3
S954;Male;38;3;2
S955;Male;28;4;3
S956;Male;43;5;3
S957;Female;34;2;2
S958;Male;44;3;3
S959;Female;25;3;2
S960;Male;40;1;2
S961;Male;30;1;2
S962;Female;40;5;4
S963;Male;47;1;3
S964;Female;18;3;4
S965;Male;23;5;2
S966;Female;34;1;4
S967;Male;45;4;3
S968;Male;41;2;4
S969;Female;39;3;4
S970;Male;39;2;4
S971;Male;31;3;3
S972;Male;32;3;4
S973;Male;52;5;2
S974;Male;36;4;4
S975;Male;46;4;2
S976;Female;53;2;3
S977;Female;55;4;3
S978;Female;35;1;4
S979;Female;41;3;3
S980;Female;20;5;4
S981;Male;32;1;3
S982;Male;18;2;3
S983;Male;39;2;3
S984;Female;48;4;2
S985;Female;30;4;3
S986;Female;22;2;4
S987;Male;27;3;4
S988;Male;23;3;3
S989;Female;51;4;2
S990;Female;40;1;4
S991;Male;35;2;2
S992;Male;50;4;2
S993;Female;21;1;4
S994;Female;41;1;3
S995;Female;46;2;3
S996;Male;34;3;4
S997;Male;41;3;3
S998;Male;54;2;4
S999;Male;30;2;4
S1000;Male;21;1;2
S1001;Male;26;3;4
S1002;Male;39;4;2
S1003;Female;32;3;2
S1004;Female;25;5;4
S1005;Male;31;3;3
S1006;Male;54;4;4
S1007;Female;48;5;2
S1008;Male;27;2;4
S1009;Male;52;4;4
S1010;Male;51;5;3
S1011;Male;34;1;3
S1012;Female;45;4;2
S1013;Male;43;3;3
S1014;Male;52;4;2
S1015;Female;35;2;2
S1016;Male;43;2;3
S1017;Male;35;4;4
S1018;Female;27;2;4
S1019;Female;38;4;3
S1020;Female;40;2;4
S1021;Male;50;5;4
S1022;Male;50;4;4
S1023;Female;38;4;2
S1024;Male;18;1;3
S1025;Male;39;4;4
S1026;Female;49;4;2
S1027;Female;23;1;2
S1028;Male;19;3;4
S1029;Male;22;5;4
S1030;Female;21;5;2
S1031;Male;46;5;2
S1032;Male;29;5;4
S1033;Male;41;3;2
S1034;Female;46;3;4
S1035;Male;50;1;3
S1036;Female;49;1;4
S1037;Male;34;4;3
S1038;Male;34;4;2
S1039;Male;43;1;4
S1040;Female;20;3;3
S1041;Male;37;2;4
S1042;Male;55;4;3
S1043;Male;31;3;3
S1044;Female;44;4;4
S1045;Female;30;4;4
S1046;Male;52;4;3
S1047;Male;19;5;4
S1048;Male;55;5;2
S1049;Male;50;1;2
S1050;Male;33;2;3
S1051;Female;34;5;3
S1052;Male;52;2;2
S1053;Male;39;5;2
S1054;Male;33;3;4
S1055;Female;54;3;2
S1056;Male;18;1;2
S1057;Male;42;2;3
S1058;Female;49;3;2
S1059;Male;54;3;2
S1060;Male;48;5;3
S1061;Male;33;4;4
S1062;Male;24;1;2
S1063;Female;42;5;4
S1064;Female;37;4;2
S1065;Female;31;1;2
S1066;Male;44;1;4
S1067;Female;52;4;3
S1068;Female;30;4;4
S1069;Male;42;2;4
S1070;Female;24;3;2
S1071;Male;32;5;3
S1072;Male;49;2;2
S1073;Female;20;1;4
S1074;Female;53;1;2
S1075;Female;52;1;3
S1076;Female;50;1;2
S1077;Female;22;4;3
S1078;Female;47;4;3
S1079;Male;51;5;3
S1080;Female;40;1;3
S1081;Female;39;5;4
S1082;Male;29;3;4
S1083;Male;54;4;2
S1084;Male;45;2;2
S1085;Male;21;5;3
S1086;Male;21;1;3
S1087;Male;19;4;3
S1088;Female;32;5;2
S1089;Female;20;3;2
S1090;Male;50;5;4
S1091;Female;21;3;2
S1092;Female;32;3;4
S1093;Male;44;5;4
S1094;Male;27;4;3
S1095;Female;41;5;4
S1096;Male;45;3;4
S1097;Male;47;4;4
S1098;Male;52;1;2
S1099;Female;22;3;4
S1100;Male;29;5;3
S1101;Male;26;3;4
S1102;Male;29;3;3
S1103;Female;19;4;2
S1104;Male;46;3;3
S1105;Male;32;1;2
S1106;Female;22;1;2
S1107;Male;50;3;3
S1108;Male;40;2;2
S1109;Female;35;5;3
S1110;Female;33;3;3
S1111;Female;39;5;3
S1112;Male;32;5;2
S1113;Female;32;2;3
S1114;Female;41;5;4
S1115;Male;40;1;3
S1116;Male;20;1;4
S1117;Female;45;5;2
S1118;Female;38;2;2
S1119;Female;51;1;3
S1120;Female;37;1;3
S1121;Male;42;3;3
S1122;Male;51;4;2
S1123;Male;38;1;4
S1124;Female;50;3;3
S1125;Male;38;3;3
S1126;Female;20;1;2
S1127;Female;50;2;4
S1128;Male;26;1;2
S1129;Female;39;1;4
S1130;Female;19;4;3
S1131;Female;25;3;3
S1132;Female;46;1;4
S1133;Male;40;3;4
S1134;Female;45;3;3
S1135;Male;50;1;2
S1136;Female;18;3;3
S1137;Female;26;5;2
S1138;Female;18;5;2
S1139;Female;40;1;3
S1140;Male;40;2;4
S1141;Male;30;5;3
S1142;Male;51;3;4
S1143;Male;30;2;2
S1144;Male;42;2;2
S1145;Male;40;5;4
S1146;Male;23;2;4
S1147;Female;31;5;4
S1148;Male;33;2;2
S1149;Female;28;5;3
S1150;Female;27;4;3
S1151;Male;47;1;2
S1152;Female;23;5;4
S1153;Male;30;5;2
